,Author,Title,Citations,Year,Source
7, Kamat,Fuzzy logic based pattern recognition technique for non-intrusive load monitoring,24,2004,http://ieeexplore.ieee.org/abstract/document/1414824/
8,"Rogers, S Ghosh, R Wilcock…",A scalable low-cost solution to provide personalised home heating advice to households,25,2013,http://dl.acm.org/citation.cfm?id=2528284
9,"Duarte, P Delmar, KW Goossen…",Non-intrusive load monitoring based on switching voltage transients and wavelet transforms,25,2012,http://ieeexplore.ieee.org/abstract/document/6378333/
0,"Ducange, F Marcelloni…",A novel approach based on finite-state machines with fuzzy transitions for nonintrusive home appliance monitoring,24,2014,http://ieeexplore.ieee.org/abstract/document/6732883/
1,"F Moreno, AM García, AG Marín…",An integrated tool for assessing the demand profile flexibility,23,2004,http://ieeexplore.ieee.org/abstract/document/1266627/
2,"Reinhardt, D Burkhardt, M Zaheer…",Electric appliance classification based on distributed high resolution current sensing,24,2012,http://ieeexplore.ieee.org/abstract/document/6424093/
3,"Hein, S Winkelbach, B Martens, O Wilken…",Monitoring systems for the support of home care,23,2010,http://www.tandfonline.com/doi/abs/10.3109/17538157.2010.528637
4,Engel,Wavelet-based load profile representation for smart meter privacy,23,2013,http://ieeexplore.ieee.org/abstract/document/6497835/
5," Chang, HT Yang",Applying a non-intrusive energy-management system to economic dispatch for a cogeneration system and power utility,23,2009,http://www.sciencedirect.com/science/article/pii/S030626190900083X
6, Armstrong,Model identification with application to building control and fault detection,22,2004,https://dspace.mit.edu/handle/1721.1/28805
7,"Kupzog, T Zia, AA Zaidi",Automatic electric load identification in self-configuring microgrids,22,2009,http://ieeexplore.ieee.org/abstract/document/5308129/
8,"Leeb, JL Kirtley Jr, MS LeVan…",Development and validation of a transient event detector,22,1993,http://resenv.media.mit.edu/classarchive/MAS961/readings/TransientEventValidation.pdf
9,"Kelly, W Knottenbelt",Metadata for energy disaggregation,22,2014,http://ieeexplore.ieee.org/abstract/document/6903193/
0,"LeMay, JJ Haas, CA Gunter",Collaborative recommender systems for building automation,23,2009,http://ieeexplore.ieee.org/abstract/document/4755525/
1,"Englert, T Schmitt, S Kößler, A Reinhardt…",How to auto-configure your smart home?: High-resolution power measurements to the rescue,22,2013,http://dl.acm.org/citation.cfm?id=2487191
2,"Saha, S Thakur, A Singh, Y Agarwal",EnergyLens: combining smartphones with electricity meter for accurate activity detection and user annotation,22,2014,http://dl.acm.org/citation.cfm?id=2602058
3,"Egarter, A Sobe, W Elmenreich",Evolving non-intrusive load monitoring,22,2013,http://link.springer.com/10.1007/978-3-642-37192-9_19
4,"Jiang, S Luo, J Li",An approach of household power appliance monitoring based on machine learning,22,2012,http://ieeexplore.ieee.org/abstract/document/6150170/
5,"Ridi, C Gisler, J Hennebert",A survey on intrusive load monitoring for appliance recognition,22,2014,http://ieeexplore.ieee.org/abstract/document/6977348/
6,"Pereira, F Quintal, N Nunes, M Bergés",The design of a hardware-software platform for long-term energy eco-feedback research,21,2012,http://dl.acm.org/citation.cfm?id=2305521
7,"McLaughlin, B Holbert, S Zonouz…",AMIDS: A multi-sensor energy theft detection framework for advanced metering infrastructures,21,2012,http://ieeexplore.ieee.org/abstract/document/6486009/
8,"Gulati, SS Ram, A Singh",An in depth study into using EMI signatures for appliance identification,21,2014,http://dl.acm.org/citation.cfm?id=2674070
9,"Elmenreich, D Egarter",Design guidelines for smart appliances,21,2012,http://ieeexplore.ieee.org/abstract/document/6273608/
0," Phillips, R Tan, MM Moazzami…",Supero: A sensor system for unsupervised residential power usage monitoring,21,2013,http://ieeexplore.ieee.org/abstract/document/6526716/
1, Cox,Minimally intrusive strategies for fault detection and energy monitoring,21,2006,https://dspace.mit.edu/handle/1721.1/38299
2,"Diao, F Zhang, X Cheng",A privacy-preserving smart metering scheme using linkable anonymous credential,21,2015,http://ieeexplore.ieee.org/abstract/document/6910301/
3," Ting, M Lucente, GSK Fung, WK Lee…",A taxonomy of load signatures for single-phase electric appliances,21,2005,http://www.lucente.us/past/pubs/2005-IEEE-PESC-preprint.pdf
4,"Rahayu, B Narayanaswamy…",Learning to be energy-wise: Discriminative methods for load disaggregation,21,2012,http://dl.acm.org/citation.cfm?id=2208838
5,"Irwin, S Barker, A Mishra, P Shenoy, A Wu…",Exploiting home automation protocols for load monitoring in smart buildings,20,2011,http://dl.acm.org/citation.cfm?id=2434023
6,"Streubel, B Yang",Identification of electrical appliances via analysis of power consumption,20,2012,http://ieeexplore.ieee.org/abstract/document/6398559/
7," Chang, CL Lin",A new method for load identification of nonintrusive energy management system in smart home,21,2010,http://ieeexplore.ieee.org/abstract/document/5704339/
8,"Elhamifar, S Sastry",Energy Disaggregation via Learning Powerlets and Sparse Coding.,20,2015,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/download/9791/9306
9,"Saitoh, T Osaki, R Konishi…",Current sensor based home appliance and state of appliance recognition,19,2010,https://www.jstage.jst.go.jp/article/jcmsi/3/2/3_2_86/_article/-char/ja/
0," Chu, JK Liu, JW Wong, Y Zhao, J Zhou",Privacy-preserving smart metering with regional statistics and personal enquiry services,20,2013,http://dl.acm.org/citation.cfm?id=2484362
1," Huang, CT Hsieh, LC Kuo, CW Lin…",Classification of home appliance electricity consumption using power signature and harmonic features,19,2011,http://ieeexplore.ieee.org/abstract/document/6147311/
2,"Benyoucef, P Klein, T Bier",Smart Meter with non-intrusive load monitoring for use in Smart Homes,19,2010,http://ieeexplore.ieee.org/abstract/document/5771810/
3,"Batra, H Dutta, A Singh",Indic: Improved non-intrusive load monitoring using load division and calibration,19,2013,http://ieeexplore.ieee.org/abstract/document/6784591/
4,"Le Ny, GJ Pappas",Differentially private Kalman filtering,18,2012,http://ieeexplore.ieee.org/abstract/document/6483414/
5,Kramer,Dimensionality reduction with unsupervised nearest neighbors,19,2013,http://link.springer.com/content/pdf/10.1007/978-3-642-38652-7.pdf
6," Ho, HLC Kao, NC Chen, CW You, HH Chu…",HeatProbe: a thermal-based power meter for accounting disaggregated electricity usage,18,2011,http://dl.acm.org/citation.cfm?id=2030121
7,"Laput, C Yang, R Xiao, A Sample…","Em-sense: Touch recognition of uninstrumented, electrical and electromechanical objects",18,2015,http://dl.acm.org/citation.cfm?id=2807481
8," Vega, F Santamaria, E Rivas",Modeling for home electric energy management: a review,18,2015,http://www.sciencedirect.com/science/article/pii/S136403211500670X
9," Su, KL Lian, HH Chang",Feature selection of non-intrusive load monitoring system using STFT and wavelet transform,19,2011,http://ieeexplore.ieee.org/abstract/document/6104631/
0,"Wytock, JZ Kolter",Contextually Supervised Source Separation with Application to Energy Disaggregation.,18,2014,http://www.aaai.org/ocs/index.php/AAAI/AAAI14/paper/download/8629/8460
1,"Finster, I Baumgart",Privacy-aware smart metering: A survey,19,2014,http://ieeexplore.ieee.org/abstract/document/6823239/
2, Lee,System and method for electric load recognition from centrally monitored power signal and its application to home energy management,18,2013,https://www.google.com/patents/US8560134
3,"Makonin, F Popowich, B Gill",The cognitive power meter: Looking beyond the smart meter,18,2013,http://ieeexplore.ieee.org/abstract/document/6567686/
4,"Hao, Y Wang, C Wu, AY Wang…",Smart meter deployment optimization for efficient electrical appliance state monitoring,18,2012,http://ieeexplore.ieee.org/abstract/document/6485954/
5,Kerschbaum,Privacy-preserving computation,18,2012,http://link.springer.com/chapter/10.1007/978-3-642-54069-1_3
6,"Lee, D Ahn, S Lee, R Ha…",Personalized energy auditor: Estimating personal electricity usage,18,2014,http://ieeexplore.ieee.org/abstract/document/6813942/
7, Lin,Implementing smart homes with open source solutions,17,2013,https://pdfs.semanticscholar.org/2638/172c12a7bd7413790987477d30f44258e365.pdf
8,"Makonin, F Popowich, IV Bajić, B Gill…",Exploiting hmm sparsity to perform online real-time nonintrusive load monitoring,17,2016,http://ieeexplore.ieee.org/abstract/document/7317784/
9,"Thoma, T Cui, F Franchetti",Secure multiparty computation based privacy preserving smart metering system,17,2012,http://ieeexplore.ieee.org/abstract/document/6336415/
0,"Chen, S Kalra, D Irwin, P Shenoy…",Preventing occupancy detection from smart meters,17,2015,http://ieeexplore.ieee.org/abstract/document/7050259/
1,"Murata, T Onoda",Applying kernel based subspace classification to a non-intrusive monitoring for household electric appliances,17,2001,http://link.springer.com/chapter/10.1007/3-540-44668-0_96
2," Prasad, S Semwal",A simplified new procedure for identification of appliances in smart meter applications,17,2013,http://ieeexplore.ieee.org/abstract/document/6549903/
3,"Yamagami, H Nakamura, A Meier",Non-intrusive submetering of residential gas appliances,17,1996,https://www.osti.gov/scitech/biblio/418458
4," Orji, Z Remscrim, C Laughman…",Fault detection and diagnostics for non-intrusive monitoring using motor harmonics,17,2010,http://ieeexplore.ieee.org/abstract/document/5433437/
5,"Li, S West, G Platt",Power decomposition based on SVM regression,17,2012,http://ieeexplore.ieee.org/abstract/document/6260133/
6,"Du, JA Restrepo, Y Yang, RG Harley…","Nonintrusive, self-organizing, and probabilistic classification and identification of plugged-in electric loads",16,2013,http://ieeexplore.ieee.org/abstract/document/6558874/
7,"Batra, O Parson, M Berges, A Singh…",A comparison of non-intrusive load monitoring methods for commercial and residential buildings,16,2014,https://arxiv.org/abs/1408.6595
8,"Basu, V Debusschere, A Douza",Time series distance-based methods for non-intrusive load monitoring in residential buildings,16,2015,http://www.sciencedirect.com/science/article/pii/S0378778815002133
9,"Wang, X Hao, L Song, C Wu, Y Wang, C Hu…",Tracking states of massive electrical appliances by lightweight metering and sequence decoding,16,2012,http://dl.acm.org/citation.cfm?id=2350186
0,"Yoshimoto, Y Nakano, Y Amano…",Non-intrusive appliances load monitoring system using neural networks,16,2000,https://pdfs.semanticscholar.org/7e36/22620e8158ce01f3f8c34d93cdd4e14203af.pdf
1,"Chahine, KEK Drissi, C Pasquier, K Kerroum…",Electric load disaggregation in smart metering using a novel feature extraction method and supervised classification,16,2011,http://www.sciencedirect.com/science/article/pii/S1876610211014834
2,"Giri, M Bergés, A Rowe",Towards automated appliance recognition using an EMF sensor in NILM platforms,16,2013,http://www.sciencedirect.com/science/article/pii/S1474034613000268
3,"Barker, S Kalra, D Irwin, P Shenoy",NILM redux: The case for emphasizing applications over accuracy,16,2014,http://www.ecs.umass.edu/~irwin/nilm.pdf
4,"N Uttama Nambi, A Reyes Lua…",Loced: Location-aware energy disaggregation framework,16,2015,http://dl.acm.org/citation.cfm?id=2821659
5,"Chen, DJ Cook",Energy Outlier Detection in Smart Environments.,16,2011,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/viewFile/3837/4211
6," Chang, PC Chien, LS Lin…",Feature extraction of non-intrusive load-monitoring system using genetic algorithm in smart meters,16,2011,http://ieeexplore.ieee.org/abstract/document/6104632/
7,"Inagaki, T Egami, T Suzuki…",Nonintrusive appliance load monitoring based on integer programming,15,2011,http://onlinelibrary.wiley.com/doi/10.1002/eej.21040/full
8,"Pereira, F Quintal, M Barreto, NJ Nunes",Understanding the limitations of eco-feedback: a one-year long-term study,15,2013,http://link.springer.com/chapter/10.1007/978-3-642-39146-0_21
9,"M Cheng, G Kendall…",Electric-load intelligence (E-LI): concept and applications,15,2006,http://ieeexplore.ieee.org/abstract/document/4142265/
0, Chang,Load identification of non-intrusive load-monitoring system in smart home,15,2010,http://www.wseas.us/e-library/transactions/systems/2010/42-415.pdf
1,"Jiang, J Li, S Luo, J Jin, S West",Literature review of power disaggregation,15,2011,http://ieeexplore.ieee.org/abstract/document/5973672/
2," Nunes, L Pereira, F Quintal…",Deploying and evaluating the effectiveness of energy eco-feedback through a low-cost NILM solution,15,2011,http://www.academia.edu/download/30992671/Nunes_Pereira_Quintal_Berges-PERSUASIVE-2011.pdf
3,"Xu, S Meteyer, N Perry, YF Zhao",Energy consumption model of Binder-jetting additive manufacturing processes,17,2015,http://www.tandfonline.com/doi/abs/10.1080/00207543.2014.937013
4,"Fan, Q Chen, G Kalogridis, S Tan…",The power of data: Data analytics for M2M and smart grid,15,2012,http://ieeexplore.ieee.org/abstract/document/6465630/
5," Cox, PL Bennett, TD McKay…",Using the non-intrusive load monitor for shipboard supervisory control,15,2007,http://ieeexplore.ieee.org/abstract/document/4233872/
6,"Rahimi, ADC Chan…",Nonintrusive load monitoring of electrical devices in health smart homes,15,2012,http://ieeexplore.ieee.org/abstract/document/6229453/
7,"Alizadeh, A Scaglione, A Applebaum…",Reduced-order load models for large populations of flexible appliances,14,2015,http://ieeexplore.ieee.org/document/6898044/
8,"Egarter, C Prokop…",Load hiding of household's power demand,14,2014,http://ieeexplore.ieee.org/abstract/document/7007755/
9,"Yi, A Iwayemi, C Zhou",Building automation networks for smart grids,14,2011,https://www.hindawi.com/journals/ijdmb/2011/926363/abs/
0,"Bergés, L Soibelman, HS Matthews",Leveraging data from environmental sensors to enhance electrical load disaggregation algorithms,14,2010,http://www.academia.edu/download/30700317/pf47.pdf
1," Martins, R Lopes, C Lima…",A novel nonintrusive load monitoring system based on the S-Transform,14,2012,http://ieeexplore.ieee.org/abstract/document/6231777/
2,"Yu, P Li, C Zhao",Non-intrusive method for on-line power load decomposition,14,2008,http://ieeexplore.ieee.org/abstract/document/5211781/
3," Bouhouras, AN Milioudis…",Load signatures improvement through the determination of a spectral distribution coefficient for load identification,14,2012,http://ieeexplore.ieee.org/abstract/document/6254662/
4,"Basu, V Debusschere, S Bacha",Load identification from power recordings at meter panel in residential households,14,2012,http://ieeexplore.ieee.org/abstract/document/6350172/
5,"Jazizadeh, B Beceri",An unsupervised hierarchical clustering based heuristic algorithm for facilitated training of electricity consumption disaggregation systems,14,2014,http://www.sciencedirect.com/science/article/pii/S1474034614000913
6," Chang, CL Lin, LS Weng",Application of artificial intelligence and non-intrusive energy-managing system to economic dispatch strategy for cogeneration system and utility,14,2009,http://ieeexplore.ieee.org/abstract/document/4968147/
7,"Simonov, H Li, G Chicco",Gathering process data in low-voltage systems by enhanced event-driven metering,14,2015,http://ieeexplore.ieee.org/abstract/document/7039209/
8,"Du, D He, Y Yang, JA Restrepo, B Lu…",Self-organizing classification and identification of miscellaneous electric loads,14,2012,http://ieeexplore.ieee.org/abstract/document/6343927/
9,"Tewolde, JP Longtin, SR Das, S Sharma",Determining appliance energy usage with a high-resolution metering system for residential natural gas meters,13,2013,http://www.sciencedirect.com/science/article/pii/S0306261913002286
0,"Bonfigli, S Squartini, M Fagiani…",Unsupervised algorithms for non-intrusive load monitoring: An up-to-date overview,14,2015,http://ieeexplore.ieee.org/abstract/document/7165334/
1,"Bellala, M Marwah, M Arlitt, G Lyon…",Following the electrons: methods for power management in commercial buildings,14,2012,http://dl.acm.org/citation.cfm?id=2339685
2,"Figueiredo, B Ribeiro…",Electrical signal source separation via nonnegative tensor factorization using on site measurements in a smart home,13,2014,http://ieeexplore.ieee.org/abstract/document/6588559/
3,"AU Nambi, TG Papaioannou…",Sustainable energy consumption monitoring in residential settings,13,2013,http://ieeexplore.ieee.org/abstract/document/6567134/
4,"Tang, K Wu, J Lei, J Tang",A simple model-driven approach to energy disaggregation,13,2014,http://ieeexplore.ieee.org/abstract/document/7007707/
5,"Pathak, MAAH Khan, N Roy",Acoustic based appliance state identifications for fine-grained energy analytics,13,2015,http://ieeexplore.ieee.org/abstract/document/7146510/
6,"Ji, P Xu, Y Ye",HVAC terminal hourly end-use disaggregation in commercial buildings with Fourier series model,13,2015,http://www.sciencedirect.com/science/article/pii/S0378778815002571
7,"Giri, M Bergés",An energy estimation framework for event-based methods in Non-Intrusive Load Monitoring,13,2015,http://www.sciencedirect.com/science/article/pii/S0196890414010164
8,"Kelly, N Batra, O Parson, H Dutta…",Nilmtk v0. 2: a non-intrusive load monitoring toolkit for large scale data sets: demo abstract,13,2014,http://dl.acm.org/citation.cfm?id=2675024
9," Lai, GG Messier, H Zareipour…",Wireless network performance for residential demand-side participation,12,2010,http://ieeexplore.ieee.org/abstract/document/5638892/
0," Rafsanjani, CR Ahn, M Alahmad","A review of approaches for sensing, understanding, and improving occupancy-related energy-use behaviors in commercial buildings",12,2015,http://www.mdpi.com/1996-1073/8/10/10996/htm
1,"Neureiter, G Eibl, A Veichtlbauer…",Towards a framework for engineering smart-grid-specific privacy requirements,12,2013,http://ieeexplore.ieee.org/abstract/document/6699912/
2,"Shenavar, E Farjah",Novel embedded real-time NILM for electric loads disaggregating and diagnostic,12,2007,http://ieeexplore.ieee.org/abstract/document/4400282/
3," Gillis, SM Alshareef…",Nonintrusive load monitoring using wavelet design and machine learning,13,2016,http://ieeexplore.ieee.org/abstract/document/7110380/
4," Lai, YC Chen, SL Tsao…",A novel search scheme for nonintrusive load monitoring systems,12,2012,http://ieeexplore.ieee.org/abstract/document/6209921/
5,"Stephen, S Galloway, G Burt",Self-learning load characteristic models for smart appliances,12,2014,http://ieeexplore.ieee.org/abstract/document/6862927/
6,"Egarter, W Elmenreich",Autonomous load disaggregation approach based on active power measurements,12,2015,http://ieeexplore.ieee.org/abstract/document/7134051/
7,"Frank, LG Polese, E Rader…",Extracting operating modes from building electrical load data,12,2011,http://ieeexplore.ieee.org/abstract/document/5754872/
8,"Ahmadi, JR Martı",Load decomposition at smart meters level using eigenloads approach,12,2015,http://ieeexplore.ieee.org/abstract/document/7010058/
9,"Zhong, N Goddard, C Sutton","Signal aggregate constraints in additive factorial HMMs, with application to energy disaggregation",14,2014,http://papers.nips.cc/paper/5526-signal-aggregate-constraints-in-additive-factorial-hmms-with-application-to-energy-disaggregation
0,"Chen, D Irwin, P Shenoy…",Combined heat and privacy: Preventing occupancy detection from smart meters,12,2014,http://ieeexplore.ieee.org/abstract/document/6813962/
1,"Savi, C Rottondi, G Verticale",Evaluation of the precision-privacy tradeoff of data perturbation for smart metering,12,2015,http://ieeexplore.ieee.org/abstract/document/7017599/
2,"Jin, E Tebekaemi, M Berges…",A time-frequency approach for event detection in non-intrusive load monitoring,12,2011,http://reviews.spiedigitallibrary.org/pdfaccess.ashx?url=/data/conferences/spiep/62038/80501u_1.pdf
3,Xu,Assessing the minimum instrumentation to well tune existing medium sized office building energy models,11,2012,http://search.proquest.com/openview/01a250e3e912543bcb223ddc7d27d6e0/1?pq-origsite=gscholar&cbl=18750&diss=y
4,Makonin,Real-time embedded low-frequency load disaggregation,11,2014,http://www.academia.edu/download/45149494/Real-Time_Embedded_Low-Frequency_Load_Di20160427-29136-1wvnm5g.pdf
5,"Huang, M Thottan, F Feather",Designing customized energy services based on disaggregation of heating usage,11,2013,http://ieeexplore.ieee.org/abstract/document/6497863/
6,"Finster, I Baumgart",Privacy-aware smart metering: A survey,12,2015,http://ieeexplore.ieee.org/abstract/document/7093120/
7,"Du, Y Yang, D He, RG Harley…",Support vector machine based methods for non-intrusive identification of miscellaneous electric loads,12,2012,http://ieeexplore.ieee.org/abstract/document/6389580/
8,"Sadinezhad, VG Agelidis",Slow sampling on-line harmonics/interharmonics estimation technique for smart meters,11,2011,http://www.sciencedirect.com/science/article/pii/S0378779611000927
9,"Pflugradt, J Teuscher, B Platzer…",Analysing low-voltage grids using a behaviour based load profile generator,11,2013,http://www.icrepq.com/icrepq'13/308-pflugradt.pdf
0," Camier, S Giroux, B Bouchard…",Designing a NIALM in smart homes for cognitive assistance,11,2013,http://www.sciencedirect.com/science/article/pii/S1877050913006789
1,"Jiang, S Luo, J Li",Automatic power load event detection and appliance classification based on power harmonic features in nonintrusive appliance load monitoring,12,2013,http://ieeexplore.ieee.org/abstract/document/6566528/
2,"Belley, S Gaboury, B Bouchard…",Activity recognition in smart homes based on electrical devices identification,11,2013,http://dl.acm.org/citation.cfm?id=2504342
3,"Dinesh, BW Nettasinghe…",Residential appliance identification based on spectral information of low frequency smart meter measurements,11,2016,http://ieeexplore.ieee.org/abstract/document/7302077/
4," Figueiredo, A de Almeida, B Ribeiro, A Martins",Extracting Features from an Electrical Signal of a Non-Intrusive Load Monitoring System.,11,2010,http://link.springer.com/content/pdf/10.1007/978-3-642-15381-5.pdf#page=224
5,"Rottondi, G Verticale",Privacy-friendly appliance load scheduling in smart grids,11,2013,http://ieeexplore.ieee.org/abstract/document/6687994/
6,"Fusco, M Wurst, JW Yoon",Mining residential household information from low-resolution smart meter data,11,2012,http://ieeexplore.ieee.org/abstract/document/6460930/
7," Trung, O Zammit, E Dekneuvel…",An innovative non-intrusive load monitoring system for commercial and industrial application,12,2012,http://ieeexplore.ieee.org/abstract/document/6404221/
8," Bouhouras, AN Milioudis, DP Labridis",Development of distinct load signatures for higher efficiency of NILM algorithms,10,2014,http://www.sciencedirect.com/science/article/pii/S0378779614003125
9,"Gao, S Lin, W Xu",A novel current sensor for home energy use monitoring,11,2014,http://ieeexplore.ieee.org/abstract/document/6746681/
0,"Basu, V Debusschere, S Bacha",Residential appliance identification and future usage prediction from smart meter,10,2013,http://ieeexplore.ieee.org/abstract/document/6699944/
1,"Paradiso, F Paganelli, A Luchetta…",ANN-based appliance recognition from low-frequency energy monitoring data,10,2013,http://ieeexplore.ieee.org/abstract/document/6583496/
2,"Finster, I Baumgart",Pseudonymous smart metering without a trusted third party,10,2013,http://ieeexplore.ieee.org/abstract/document/6681042/
3,"Bellala, M Marwah, A Shah, M Arlitt…",A finite state machine-based characterization of building entities for monitoring and control,10,2012,http://dl.acm.org/citation.cfm?id=2422559
4,"Engel, G Eibl",Multi-resolution load curve representation with privacy-preserving aggregation,10,2013,http://ieeexplore.ieee.org/abstract/document/6695231/
5,"Figueiredo, B Ribeiro, AM de Almeida",On the regularization parameter selection for sparse code learning in electrical source separation,10,2013,http://link.springer.com/chapter/10.1007/978-3-642-37213-1_29
6," Mueller, A Sankara, JW Kimball…",Hidden Markov models for nonintrusive appliance load monitoring,10,2014,http://ieeexplore.ieee.org/abstract/document/6965464/
7," Zaidi, T Zia, F Kupzog",Automated demand side management in microgrids using load recognition,10,2010,http://ieeexplore.ieee.org/abstract/document/5549646/
8,"Cavoukian, K Kursawe",Implementing privacy by design: The smart meter case,10,2012,http://ieeexplore.ieee.org/abstract/document/6463977/
9,"Frenken, O Wilken, A Hein",Technical approaches to unobtrusive geriatric assessments in domestic environments,10,0,http://ceur-ws.org/Vol-678/BMI10-06.pdf
0," Patel, TM Robertson, GD Abowd…",Detecting actuation of electrical devices using electrical noise over a power line,10,2012,https://www.google.com/patents/US8334784
1,"O'Driscoll, K Kelly, GE O'Donnell",Intelligent energy based status identification as a platform for improvement of machine tool efficiency and effectiveness,10,2015,http://www.sciencedirect.com/science/article/pii/S0959652615000621
2," Norford, N Mabey",Non-intrusive electric load monitoring in commercial buildings,10,1992,http://oaktrust.library.tamu.edu/handle/1969.1/92921
3,"Eichinger, D Pathmaperuma, H Vogt…",Data analysis challenges in the future energy domain,10,2013,https://books.google.com.br/books?hl=en&lr=&id=AGXNBQAAQBAJ&oi=fnd&pg=PA181&ots=7aWjVcPmYY&sig=h6Yng6-xPmac_UAaZWrx1ddoFsg
4,"Ridi, C Gisler, J Hennebert",Unseen appliances identification,10,2013,http://link.springer.com/chapter/10.1007/978-3-642-41827-3_10
5,"Gonzalez, V Debusschère…",A load identification method for residential building applications,10,2012,http://ieeexplore.ieee.org/abstract/document/6209918/
6," Ardeleanu, C Donciu",Nonintrusive load detection algorithm based on variations in power consumption,10,2012,http://ieeexplore.ieee.org/abstract/document/6463913/
7," Lin, ST Shen, BSP Lin",A privacy preserving smart metering system supporting multiple time granularities,10,2012,http://ieeexplore.ieee.org/abstract/document/6258459/
8,D Graybill,Goal-directed planning and plan recognition for the sustainable control of homes,10,2012,https://dspace.mit.edu/handle/1721.1/77004
9,"Tan, D Gündüz, HV Poor",Smart meter privacy in the presence of energy harvesting and storage devices,10,2012,http://ieeexplore.ieee.org/abstract/document/6486062/
0,"Popescu, F Enache, IC Vizitiu…",Recurrence plot analysis for characterization of appliance load signature,10,2014,http://ieeexplore.ieee.org/abstract/document/6866747/
1,"Wang, P Xu, X Lu, D Yuan",Methodology of comprehensive building energy performance diagnosis for large commercial buildings at multiple levels,9,2016,http://www.sciencedirect.com/science/article/pii/S0306261916300344
2,"Kleiminger, C Beckel, S Santini",Household occupancy monitoring using electricity meters,9,2015,http://dl.acm.org/citation.cfm?id=2807538
3,Tongia,"What IT Can and Cannot do for the Power Sector and Distribution in India: Link to Reforms, Incentives, and Management",9,2004,http://repository.cmu.edu/epp/126/
4,"Henao, K Agbossou, S Kelouwani…",Approach in nonintrusive type i load monitoring using subtractive clustering,9,2015,http://ieeexplore.ieee.org/abstract/document/7214301/
5,"Jazizadeh, B Beceri",A novel method for non intrusive load monitoring of lighting systems in commercial buildings,9,2012,http://ascelibrary.org/doi/abs/10.1061/9780784412343.0066
6,"Lahoti, D Mashima, WP Chen",Customer-centric energy usage data management and sharing in smart grid systems,9,2013,http://dl.acm.org/citation.cfm?id=2516935
7,"Belley, S Gaboury, B Bouchard…",Nonintrusive system for assistance and guidance in smart homes based on electrical devices identification,9,2015,http://www.sciencedirect.com/science/article/pii/S0957417415002547
8,"Eibl, D Engel",Influence of data granularity on nonintrusive appliance load monitoring,9,2014,http://dl.acm.org/citation.cfm?id=2600920
9,"Ranjan, K Whitehouse",Object hallmarks: Identifying object users using wearable wrist sensors,10,2015,http://dl.acm.org/citation.cfm?id=2804263
0,"Schoofs, A Sintoni, AG Ruzzelli…",Netbem: business equipment energy monitoring through network auditing,9,2010,http://dl.acm.org/citation.cfm?id=1878443
1,"Ridi, C Gisler, J Hennebert",ACS-F2—A new database of appliance consumption signatures,10,2014,http://ieeexplore.ieee.org/abstract/document/7007996/
2,"Jimenez, C Duarte, J Petit…",Feature extraction for nonintrusive load monitoring based on S-Transform,9,2014,http://ieeexplore.ieee.org/abstract/document/6808109/
3,"Acs, C Castelluccia",Dream: Differentially private smart metering,9,2012,https://arxiv.org/abs/1201.2531
4,"Jazizadeh, S Ahmad",Spatiotemporal lighting load disaggregation using light intensity signal,9,2014,http://www.sciencedirect.com/science/article/pii/S0378778813007378
5,"Anderson, S Fuloria",Smart meter security: a survey,9,2011,https://www.cl.cam.ac.uk/~rja14/Papers/JSAC-draft.pdf
6," Clark, B Ransford, K Fu",Potentia Est Scientia: Security and Privacy Implications of Energy-Proportional Computing.,9,2012,https://www.usenix.org/system/files/conference/hotsec12/hotsec12-final9.pdf
7,"Bier, DO Abdeslam, J Merckle…",Smart meter systems detection & classification using artificial neural networks,8,2012,http://ieeexplore.ieee.org/abstract/document/6389365/
8,"Maekawa, Y Kishino, Y Yanagisawa, Y Sakurai",Recognizing handheld electrical device usage with hand-worn coil of wire,8,2012,http://link.springer.com/content/pdf/10.1007/978-3-642-31205-2.pdf#page=249
9,"Rollins, N Banerjee, L Choudhury…",A system for collecting activity annotations for home energy management,8,2014,http://www.sciencedirect.com/science/article/pii/S1574119214000844
0,"Bier, D Benyoucef, DO Abdeslam…",Smart meter systems measurements for the verification of the detection & classification algorithms,8,2013,http://ieeexplore.ieee.org/abstract/document/6699945/
1,"Gabaldón, M Orti",Disaggregation of the electric loads of small customers through the application of the Hilbert transform,8,2014,http://link.springer.com/article/10.1007/s12053-013-9250-6
2,"Ridi, C Gisler, J Hennebert",Appliance and state recognition using Hidden Markov Models,8,2014,http://ieeexplore.ieee.org/abstract/document/7058084/
3,"Acs, C Castelluccia, W Lecat",Protecting against physical resource monitoring,9,2011,http://dl.acm.org/citation.cfm?id=2046560
4,"Mittelsdorf, A Hüwel, T Klingenberg…",Submeter based Training of Multi-class Support Vector Machines for Appliance Recognition in Home Electricity Consumption Data.,8,0,https://www.uni-oldenburg.de/fileadmin/user_upload/informatik/ag/ui/publications/SMARTGREENS_2013_36_CR.pdf
5," Figueiredo, A de Almeida…",Wavelet decomposition and singular spectrum analysis for electrical signal denoising,8,2011,http://ieeexplore.ieee.org/abstract/document/6084183/
6,"Li, A Khisti, A Mahajan",Privacy-optimal strategies for smart metering systems with a rechargeable battery,8,2016,http://ieeexplore.ieee.org/abstract/document/7525225/
