,Author,Title,Citations,Year,Source
9,Ng， 吳國基,Optimal planning and management of stochastic demand and renewable energy in smart power grid,0,2012,https://hub.hku.hk/handle/10722/184242
0,Seshadri,"Design, analysis and experimental verification of a smart power socket",0,2016,http://search.proquest.com/openview/cfd36c7a34268d51d41ee057f46cba24/1?pq-origsite=gscholar&cbl=18750&diss=y
1,"Bonfigli, E Principi, S Squartini…",User-aided footprint extraction for appliance modelling in Non-Intrusive Load Monitoring,0,2016,http://ieeexplore.ieee.org/abstract/document/7849843/
2,"Han, U Topcu, GJ Pappas",Event-based information-theoretic privacy: A case study of smart meters,0,2016,http://ieeexplore.ieee.org/abstract/document/7525224/
3," Liu, L Nie",A Functional Sensing Model and a Case Study in Household Electricity Usage Sensing,0,2014,http://search.proquest.com/openview/cf30d1917d58b0edd573bb4d2b2da4a8/1?pq-origsite=gscholar&cbl=326258
4,"Alcalá, J Ureña, Á Hernández, D Gualda",Symbolic Localization using NILM from only Smart Meter Data,0,0,http://www3.uah.es/ipin2016/usb/app/descargas/197_WIP.pdf
5,"Li, A Khisti, A Mahajan",Information-Theoretic Privacy for Smart Metering Systems with a Rechargeable Battery,0,2015,https://arxiv.org/abs/1510.07170
6,Chen,Investigating the human behavior side of building energy efficiency,0,2013,http://search.proquest.com/openview/ff2fa2fbc8bf30295a23ddd328b29ebb/1?pq-origsite=gscholar&cbl=18750&diss=y
7," Rao, D Ravichandran, K Mahesh",Non-Intrusive Load Monitoring and Analytics for Device Prediction,0,2016,http://www.iaeng.org/publication/IMECS2016/IMECS2016_pp132-136.pdf
8,Fiol Arguimbau,Algorithms for energy disaggregation,0,2016,https://upcommons.upc.edu/handle/2117/89937
9, Jacobsen,NoFaRe: A Non-Intrusive Facility Resource Monitoring System,0,2016,https://books.google.com.br/books?hl=en&lr=&id=qh5aCwAAQBAJ&oi=fnd&pg=PA59&ots=ScJzKfLMFm&sig=VL9IK4W_jjZeqCl19-LFAptGByk
0," Cortes, Y Jimenez, CA Duarte",Reasoner design based on HYPO for classification of lighting loads,0,2016,http://ieeexplore.ieee.org/abstract/document/7743336/
1,"Giri, M Berges",Virtual metering of electrical appliances through analysis of data from contactless sensing,0,2015,http://ieeexplore.ieee.org/abstract/document/7418215/
2,"Zhang, Y Liu, G Chen, X He, X Guo",Assessment Metrics for Unsupervised Non-intrusive Load Disaggregation Learning Algorithms,0,2014,http://link.springer.com/chapter/10.1007/978-3-642-54927-4_19
3,"Jonsson, R Santa Margarita",Could not catch title,0,0,Look manually at: https://scholar.google.com/scholar?start=880&q=non+intrusive+load+monitoring
4,NA,Could not catch title,0,0,Look manually at: https://scholar.google.com/scholar?start=880&q=non+intrusive+load+monitoring
5,"Kahl, A Ul Haq, T Kriechbaumer…",A Comprehensive Feature Study for Appliance Recognition on High Frequency Energy Data,0,2017,http://dl.acm.org/citation.cfm?id=3077845
6,Temneanu,Appliance characterization based on spectral components analysis,0,2014,http://ieeexplore.ieee.org/abstract/document/6970001/
7,"Holmegaard, MB Kjærgaard",Towards NILM for Industrial Settings,0,2015,http://dl.acm.org/citation.cfm?id=2770943
8, Chen,Unobtrusive Sensing Technologies for Supporting Remote Monitoring in the Home,0,2016,https://digital.lib.washington.edu/researchworks/handle/1773/35571
9," Bouhouras, PA Gkaidatzis, KC Chatzisavvas…",Load Signature Formulation for Non-Intrusive Load Monitoring Based on Current Measurements,0,2017,http://www.mdpi.com/1996-1073/10/4/538/htm
0,HANUS,NILM-based algorithm for load and degradation monitoring,0,0,http://radio.feld.cvut.cz/conf/poster/poster2016/proceedings/Section_EI/EI_031_Hanus.pdf
1,"Srinivasarengan, YG Goutam…",A Knowledge Based Approach for Disaggregation of Low Frequency Consumption Data,0,2014,http://link.springer.com/chapter/10.1007/978-3-319-04960-1_8
2,Gentil,Monitoring and Characterization of Miscellaneous Electrical Loads in a Large Retail Environment,0,2014,http://www.nrel.gov/docs/fy14osti/60668.pdf
3,"Kim, H Kim",Classification performance using gated recurrent unit recurrent neural network on energy disaggregation,0,2016,http://ieeexplore.ieee.org/abstract/document/7860885/
4," Hunt, D Rajendran, M Nikora…",Off-the-shelf Non-Intrusive Load Monitoring Devices Utilised in a Low Activity Detection Service,0,2016,http://researcharchive.wintec.ac.nz/4430/
5, McLaughlin,The load leveling approach to removing appliance features from home electricity usage profiles,0,2014,http://search.proquest.com/openview/4ec025c035c9e46ea9cb5d3c36a6652f/1?pq-origsite=gscholar&cbl=18750&diss=y
6,"D Azzini, LCP da Silva",Using the Energy Error to Improve the Performance of Unsupervised Approach in Non-Intrusive Load Monitoring,0,0,http://www.dca.ufrn.br/eventos/AnaisSBSE2016/PDF/SBSE2016-0175_033443.pdf
7,"Reinhardt, D Reinhardt",Detecting anomalous electrical appliance behavior based on motif transition likelihood matrices,0,2016,http://ieeexplore.ieee.org/abstract/document/7778840/
8,Ramanathan,Smart Energy: Electricity Usage and Demand-Side Management in Households,0,0,https://pdfs.semanticscholar.org/15f0/4aa4da8a2994b656df68ca165f72031900fd.pdf
9,"Shan, H Zhou, S Liu, P Liu",Residential electricity load decomposition method based on maximum a posteriori probability,0,2017,http://aip.scitation.org/doi/abs/10.1063/1.4982407
0,"Gan, B Yin, Y Cong",A non-intrusive load identification method based on transient event detection,0,2016,https://books.google.com.br/books?hl=en&lr=&id=kqidDQAAQBAJ&oi=fnd&pg=PA223&ots=Mb1dlYnbHl&sig=NWB5LE0MC28V2xY8JlMw-kVFDqc
1,"Li, S Dick",Whole-house Non-Intrusive Appliance Load Monitoring via multi-label classification,0,2016,http://ieeexplore.ieee.org/abstract/document/7727545/
2,"Minou, E Kaskantiri, GD Stamoulis",Discovering the Right Incentives for Demand Response Programs,0,2015,http://dl.acm.org/citation.cfm?id=2768519
3," Chang, CF Lai, CC Chuang…",Correlation between use time of machine and decline curve for emerging enterprise information systems,0,2017,http://www.tandfonline.com/doi/abs/10.1080/17517575.2017.1301558
4,"Zou, L Qian, J Attia, L Xie",Optimization of Home Energy Usage by Intelligently Charging/Discharging EV/PHEV,0,2012,http://ieeexplore.ieee.org/abstract/document/6519595/
5, Heiselberg,CLIMA 2016-proceedings of the 12th REHVA World Congress,0,2016,http://vbn.aau.dk/files/233774195/paper_273.pdf
6,You,A statistical inference framework for finding recurring patterns in large data with applications to energy management,0,2014,http://ir.library.oregonstate.edu/xmlui/handle/1957/50023
7,"Kravets, V Kravets, O Burov","Process Modeling for Energy Usage in"" Smart House"" System with a Help of Markov Discrete Chain",0,0,https://hal.archives-ouvertes.fr/hal-01508638/
8," Nguyen, E Dekneuvel, G Jacquemod…",Development of a real-time non-intrusive appliance load monitoring system: An application level model,0,2017,http://www.sciencedirect.com/science/article/pii/S0142061516311437
9,"Kudo, Y Morioka, H Hongo, H Sakuma","Electric power measurement system, electric power measurement method, and information processing device",0,2016,https://www.google.com/patents/US9513141
0," Khan, N Arbab",Load Management of Power System Using Diversified Demands in Pakistan,0,0,http://iieng.org/images/proceedings_pdf/2146E1113086.pdf
1," Chen, CL Lai, H Chen, LC Kuo…",LocalSense: An Infrastructure-Mediated Sensing Method for Locating Appliance Usage Events in Homes,0,2013,http://ieeexplore.ieee.org/abstract/document/6808242/
2,"Gallardo, C Lazo, J Mardones",An initial energy disaggregation technique for smart metering and detection of elevators under the vision of the Internet of Things,0,2015,http://ieeexplore.ieee.org/abstract/document/7404682/
3,"Wu, L Han, Z Wang, B Qi",A nonintrusive fast residential load identification algorithm based on frequency‐domain template filtering,0,2017,http://onlinelibrary.wiley.com/doi/10.1002/tee.22425/full
4,"Liao, P Srinivasan, D Formby…",Di-PriDA: Differentially Private Distributed Load Balancing Control for the Smart Grid,0,2017,http://ieeexplore.ieee.org/abstract/document/7954704/
5,"Klemenjak, P Goldsborough",Non-Intrusive Load Monitoring: A Review and Outlook,0,2016,https://arxiv.org/abs/1610.01191
6,"Lange, M Bergés",BOLT: Energy Disaggregation by Online Binary Matrix Factorization of Current Waveforms,0,2016,http://dl.acm.org/citation.cfm?id=2993581
7,Lahoti,Privacy-Preserving Vehicle Miles Traveled (PPVMT) tax,0,2014,https://www.ideals.illinois.edu/handle/2142/50480
8," Min, T An, S Lee, I Song",Non-intrusive Appliance Load Monitoring with Feature Extraction from Higher Order Moments,0,2013,http://ieeexplore.ieee.org/abstract/document/6717331/
9,Sadinezhad,Could not catch title,0,2012,Look manually at: https://scholar.google.com/scholar?start=910&q=non+intrusive+load+monitoring
0,Kruglick,Device usage message generator indicative of power consumption of an electronic device,0,2017,https://www.google.com/patents/US9575534
1,"Hopf, M Sodenkamp, I Kozlovskiy",ENERGY DATA ANALYTICS FOR IMPROVED RESIDEN-TIAL SERVICE QUALITY AND ENERGY EFFICIENCY,0,2016,http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1047&context=ecis2016_rip
2,Hu,Privacy-Preserving and Secure Cryptographic Schemes for Wireless Applications,0,2016,http://search.proquest.com/openview/477813a433e40b5cd4fd8f8f74e4d707/1?pq-origsite=gscholar&cbl=18750&diss=y
3,"Gupta, A Majumdar",Handling Missing Data and Outliers in Energy Disaggregation,0,2017,http://itra.medialabasia.in/data/Documents/HumanSense/publications/Handling%20Missing%20Data%20and%20Outliers%20in%20Energy%20Disaggregation.pdf
4," Hui, T Logenthiran, WL Woo",Non-Intrusive Appliance Load Monitoring and Identification for smart home,0,2016,http://ieeexplore.ieee.org/abstract/document/7584198/
5,"N SN, AR Lua",Decentralized Energy Demand Regulation in Smart Homes,0,2017,http://ieeexplore.ieee.org/abstract/document/7962194/
6,Kruglick,Smart power background to validate user,0,2016,https://www.google.com/patents/US9306963
7, Chang,Non-intrusive fault identification of power distribution systems in intelligent buildings based on power-spectrum-based wavelet transform,0,2016,http://www.sciencedirect.com/science/article/pii/S0378778816305382
8,Ameri Sianaki,Intelligent Decision Support System for Energy Management in Demand Response Programs and Residential and Industrial Sectors of the Smart Grid,0,2015,https://espace.curtin.edu.au/handle/20.500.11937/1358
9," Đorđevic, M Dimitrijević…",A NON-INTRUSIVE IDENTIFICATION OF HOME APPLIANCES USING ACTIVE POWER AND HARMONIC CURRENT,0,2016,http://casopisi.junis.ni.ac.rs/index.php/FUElectEnerg/article/view/1893
0, Kipreos,Nonintrusive load identification & monitoring: techniques and applications for smart meters,0,2011,https://repositorio.uc.cl/handle/11534/2953
1," Zala, AR Abhyankar",A novel approach to design time of use tariff using load profiling and decomposition,0,2014,http://ieeexplore.ieee.org/abstract/document/7042027/
2," Mueller, JW Kimball",Accurate Energy Use Estimation for Nonintrusive Load Monitoring in Systems of Known Devices,0,2016,http://ieeexplore.ieee.org/abstract/document/7605545/
3," Kement, H Gultekin, B Tavli, T Girici…",Comparative Analysis of Load Shaping Based Privacy Preservation Strategies in Smart Grid,0,2017,http://ieeexplore.ieee.org/abstract/document/7956260/
4," Maguire, K Yogeeswaran",System and method for monitoring electrical power usage in an electrical power infrastructure of a building,0,2016,https://www.google.com/patents/US9291694
5,"Dalén, J Krämer",Towards a user-centered feedback design for smart meter interfaces to support efficient energy-use choices: A design science approach,0,2016,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2918825
6,"Wang, F Jazizadeh",Towards Light Intensity Assisted Non-Intrusive Electricity Disaggregation,0,2017,http://ascelibrary.org/doi/abs/10.1061/9780784480830.023
7,"Sadeghianpourhamami, J Ruyssinck…",Comprehensive Feature Selection for Appliance Classification in NILM,0,2017,http://www.sciencedirect.com/science/article/pii/S0378778817314366
8,"Hong, S Wang, Z Huang",Efficient Energy Consumption Scheduling: Towards Effective Load Leveling,0,2017,http://www.mdpi.com/1996-1073/10/1/105/htm
9,"Wei, B Yin, Z Zhu",Noise Filtering Design of Non-intrusive Electrical Monitoring System,0,2017,https://www.researchgate.net/profile/Zhicheng_Zhu3/publication/312512612_Noise_Filtering_Design_of_Non-intrusive_Electrical_Monitoring_System/links/59196e154585159b1a49963b/Noise-Filtering-Design-of-Non-intrusive-Electrical-Monitoring-System.pdf
0,"Azaza, F Wallin",Finite State Machine Household's Appliances Models for Non-intrusive Energy Estimation,0,2017,http://www.sciencedirect.com/science/article/pii/S1876610217306628
1,"Mehra, R Ram, C Vergara","A novel application of machine learning techniques for activity-based load disaggregation in rural off-grid, isolated solar systems",0,2016,http://ieeexplore.ieee.org/abstract/document/7857308/
2,Jazizadeh,Building Energy Monitoring Realization: Context-Aware Event Detection Algorithms for Non-Intrusive Electricity Disaggregation,0,2015,http://ascelibrary.org/doi/abs/10.1061/9780784479827.085
3,"Dufour, D Genoud, B Ladevie…",Economic interest of heating and hot water prediction system for residential district,0,2016,http://ieeexplore.ieee.org/abstract/document/7471305/
4,"Khalid, A Mohamed, H Shareef",Nonintrusive Load Monitoring using TT-Transform and Neural Networks.,0,2016,http://ijssst.info/Vol-17/No-41/paper10.pdf
5,Chen,Efficient Algorithms for Mining Large Spatio-Temporal Data,0,2012,http://search.proquest.com/openview/f8b0369c8694171df1c5bd985a4cf1a4/1?pq-origsite=gscholar&cbl=18750&diss=y
6,"Bacher, PA de Sain",Non-parametric method for separating domestic hot water heating spikes and space heating,0,2016,http://www.sciencedirect.com/science/article/pii/S0378778816307332
7,Bertagna De Marchi,Energy disaggregation using a single voltage sensor,0,2012,http://tesi.cab.unipd.it/40180/
8,Salter,Understanding Health Changes Through the Analysis of Electricity Consumption Data,0,2015,http://etheses.whiterose.ac.uk/id/eprint/13308
9, Mohammed,Secure and Privacy Preserving Data Collection in Smart Grid AMI Networks,0,2017,http://search.proquest.com/openview/cb09e700fe6fe38cf3e453b8b5a66779/1?pq-origsite=gscholar&cbl=18750&diss=y
0,Balaji,Using occupancy to reduce energy consumption of buildings,0,2011,http://search.proquest.com/openview/d8e70b693fb439c02355c797d0be9e51/1?pq-origsite=gscholar&cbl=18750&diss=y
1,Tewolde,High-Resolution Gas Metering and Nonintrusive Appliance Load Monitoring System,0,2012,http://search.proquest.com/openview/495e74ff1f97d73c66d9d1079bceca67/1?pq-origsite=gscholar&cbl=18750&diss=y
2,"Jawurek, F Kerschbaum",Fault-tolerant privacy-preserving statistics,0,2014,https://www.google.com/patents/US8880867
3,"Zhang, M Zhong, Z Wang, N Goddard…",Sequence-to-point learning with neural networks for nonintrusive load monitoring,0,2016,https://arxiv.org/abs/1612.09106
4,"Laput, Y Zhang, C Harrison",Synthetic Sensors: Towards General-Purpose Sensing,0,2017,http://dl.acm.org/citation.cfm?id=3025773
5," Frey, R Xu, A Ilic",Pervasive and Mobile Computing,0,2017,http://cocoa.ethz.ch/downloads/2017/02/2152_published_version.pdf
6,"Tan, DE Phillips, MM Moazzami, G Xing, J Chen",Unsupervised Residential Power Usage Monitoring using a Wireless Sensor Network,0,0,https://www.researchgate.net/profile/Rui_Tan7/publication/316350677_A_Unsupervised_Residential_Power_Usage_Monitoring_using_a_Wireless_Sensor_Network/links/58faf9e44585152edecf0223/A-Unsupervised-Residential-Power-Usage-Monitoring-using-a-Wireless-Sensor-Network.pdf
7,Shojae,EMTP-based load disaggregation at feeder levels,0,2015,https://open.library.ubc.ca/cIRcle/collections/24/24/items/1.0166755
8,"Gabaldon, R Molina, A Mari",Residential end-uses disaggregation and demand response evaluation using integral transforms,0,2017,http://link.springer.com/article/10.1007/s40565-016-0258-8
9, Monitoring,Measurement Challenges in Achieving Energy Monitoring Systems In Buildings,0,0,http://ws680.nist.gov/publication/get_pdf.cfm?pub_id=904372
